tanggal,tweet,skor,label,tweet_baku,tweet_tokens,stemmed,detoken_stem,rand
1/14/2021 12:49,b'@abighifari Bageus. Keluarga besar gw masih di level kalo wudhu lebih baik dari 3M. Vaksin itu upaya cina komunis m\xe2\x80\xa6 https://t.co/YRYWGLM5Yj',-1,negatif,bagus keluarga besar aku masih di level kalau wudhu lebih baik dari m dan vaksin itu upaya cina komunis menjadikan umat islam sebagai kelinci percobaan,"['bagus', 'keluarga', 'besar', 'aku', 'masih', 'di', 'level', 'kalau', 'wudhu', 'lebih', 'baik', 'dari', 'm', 'dan', 'vaksin', 'itu', 'upaya', 'cina', 'komunis', 'menjadikan', 'umat', 'islam', 'sebagai', 'kelinci', 'percobaan']","['bagus', 'keluarga', 'besar', 'aku', 'masih', 'di', 'level', 'kalau', 'wudhu', 'lebih', 'baik', 'dari', 'm', 'dan', 'vaksin', 'itu', 'upaya', 'cina', 'komunis', 'jadi', 'umat', 'islam', 'bagai', 'kelinci', 'coba']",bagus keluarga besar aku masih di level kalau wudhu lebih baik dari m dan vaksin itu upaya cina komunis jadi umat islam bagai kelinci coba,0.314309716
1/14/2021 23:24,b'@marzukialie_MA Bisa jamin pak.. setelah vaksin aman dari covid..?',-1,negatif,bisa jamin tidak pak setelah vaksin aman dari covid,"['bisa', 'jamin', 'tidak', 'pak', 'setelah', 'vaksin', 'aman', 'dari', 'covid']","['bisa', 'jamin', 'tidak', 'pak', 'telah', 'vaksin', 'aman', 'dari', 'covid']",bisa jamin tidak pak telah vaksin aman dari covid,0.969291475
1/11/2021 1:13,"b'RT @DrKhorSK: \xf0\x9f\x94\xba""Doktor, saya tak yakin pada vaksin Covid-19 sebab ia terlalu cepat diluluskan. Biasanya, vaksin akan ambil masa 7-10 tahun,\xe2\x80\xa6'",-1,negatif,doktor saya tak yakin pada vaksin covid sebab ia terlalu cepat diluluskan biasanya vaksin akan ambil masa tahun,"['doktor', 'saya', 'tak', 'yakin', 'pada', 'vaksin', 'covid', 'sebab', 'ia', 'terlalu', 'cepat', 'diluluskan', 'biasanya', 'vaksin', 'akan', 'ambil', 'masa', 'tahun']","['doktor', 'saya', 'tak', 'yakin', 'pada', 'vaksin', 'covid', 'sebab', 'ia', 'terlalu', 'cepat', 'lulus', 'biasa', 'vaksin', 'akan', 'ambil', 'masa', 'tahun']",doktor saya tak yakin pada vaksin covid sebab ia terlalu cepat lulus biasa vaksin akan ambil masa tahun,0.156094951
1/14/2021 8:02,"b'(9)4. Penyuntikan vaksin untuk memperpanjang perlindungan vaksin tidak perlu dilakukan, yang penting melakukan Prokes yang benar'",-1,negatif,penyuntikan vaksin untuk memperpanjang perlindungan vaksin tidak perlu dilakukan yang penting melakukan protokol kesehatan yang benar,"['penyuntikan', 'vaksin', 'untuk', 'memperpanjang', 'perlindungan', 'vaksin', 'tidak', 'perlu', 'dilakukan', 'yang', 'penting', 'melakukan', 'protokol', 'kesehatan', 'yang', 'benar']","['sunti', 'vaksin', 'untuk', 'panjang', 'lindung', 'vaksin', 'tidak', 'perlu', 'laku', 'yang', 'penting', 'laku', 'protokol', 'sehat', 'yang', 'benar']",sunti vaksin untuk panjang lindung vaksin tidak perlu laku yang penting laku protokol sehat yang benar,0.86728262
1/14/2021 12:40,b'@TaufiqR32366234 @dwiiaprillia tolol\nbedakan antara vaksin dan obat\ngua ga dukung vaksin\ntapi kalo argumennya kyk gini sama aja lol',-1,negatif,bedakan antara vaksin dan obat aku tidak mendukung vaksin tapi kalau argumennya seperti ini sama saja,"['bedakan', 'antara', 'vaksin', 'dan', 'obat', 'aku', 'tidak', 'mendukung', 'vaksin', 'tapi', 'kalau', 'argumennya', 'seperti', 'ini', 'sama', 'saja']","['beda', 'antara', 'vaksin', 'dan', 'obat', 'aku', 'tidak', 'dukung', 'vaksin', 'tapi', 'kalau', 'argumen', 'seperti', 'ini', 'sama', 'saja']",beda antara vaksin dan obat aku tidak dukung vaksin tapi kalau argumen seperti ini sama saja,0.20543521
1/14/2021 12:52,b'Disuntik vaksin bukannya jadi titan shifter malah jadi titan gel. https://t.co/kqr1cqF7aX',-1,negatif,disuntik vaksin bukannya jadi titan shifter malah jadi titan gel,"['disuntik', 'vaksin', 'bukannya', 'jadi', 'titan', 'shifter', 'malah', 'jadi', 'titan', 'gel']","['suntik', 'vaksin', 'bukan', 'jadi', 'titan', 'shifter', 'malah', 'jadi', 'titan', 'gel']",suntik vaksin bukan jadi titan shifter malah jadi titan gel,0.573815538
1/12/2021 6:11,"b'RT @irsyadkhairan_: @idtodayco Kasihan Kiano, kemaren habis di vaksin trus kena gejala'",-1,negatif,kasihan kiano kemaren habis divaksin terus kena gejala,"['kasihan', 'kiano', 'kemaren', 'habis', 'divaksin', 'terus', 'kena', 'gejala']","['kasihan', 'kiano', 'kemaren', 'habis', 'vaksin', 'terus', 'kena', 'gejala']",kasihan kiano kemaren habis vaksin terus kena gejala,0.450125385
1/14/2021 12:00,"b'@TsalisRosyadi Aku g mau d vaksin, piye?'",-1,negatif,saya tidak mau divaksin terus,"['saya', 'tidak', 'mau', 'divaksin', 'terus']","['saya', 'tidak', 'mau', 'vaksin', 'terus']",saya tidak mau vaksin terus,0.103017168
1/14/2021 12:21,b'@roisfaisal @saidiman Suntik vaksin itu membatalkan puasa https://t.co/8J72Bz108u',-1,negatif,suntik vaksin itu membatalkan puasa,"['suntik', 'vaksin', 'itu', 'membatalkan', 'puasa']","['suntik', 'vaksin', 'itu', 'batal', 'puasa']",suntik vaksin itu batal puasa,0.108139977
1/14/2021 11:23,b'Saya mau vaksin. Tp anu gak berani jarum suntik wkwk',-1,negatif,saya mau vaksin tapi tidak berani jarum suntik,"['saya', 'mau', 'vaksin', 'tapi', 'tidak', 'berani', 'jarum', 'suntik']","['saya', 'mau', 'vaksin', 'tapi', 'tidak', 'berani', 'jarum', 'suntik']",saya mau vaksin tapi tidak berani jarum suntik,0.519830559
1/15/2021 1:26,b'@FridoMahakena @ajenar Aku mana mau vaksin GK guna pun\nYg buat sakit tuhan dan yg menyembuhkan juga tuhan lalu meng\xe2\x80\xa6 https://t.co/12wKxxcP5W',-1,negatif,aku mana mau vaksin tidak berguna pun yang buat sakit tuhan dan yang menyembuhkan juga tuhan,"['aku', 'mana', 'mau', 'vaksin', 'tidak', 'berguna', 'pun', 'yang', 'buat', 'sakit', 'tuhan', 'dan', 'yang', 'menyembuhkan', 'juga', 'tuhan']","['aku', 'mana', 'mau', 'vaksin', 'tidak', 'guna', 'pun', 'yang', 'buat', 'sakit', 'tuhan', 'dan', 'yang', 'sembuh', 'juga', 'tuhan']",aku mana mau vaksin tidak guna pun yang buat sakit tuhan dan yang sembuh juga tuhan,0.661177409
1/14/2021 9:51,"b'Itu vaksin gunanya buat apa njir kalo kerumunan masih juga di larang, kan udah di vaksin'",-1,negatif,itu vaksin gunanya buat apa kalau kerumunan masih juga dilarang kan sudah divaksin,"['itu', 'vaksin', 'gunanya', 'buat', 'apa', 'kalau', 'kerumunan', 'masih', 'juga', 'dilarang', 'kan', 'sudah', 'divaksin']","['itu', 'vaksin', 'guna', 'buat', 'apa', 'kalau', 'kerumun', 'masih', 'juga', 'larang', 'kan', 'sudah', 'vaksin']",itu vaksin guna buat apa kalau kerumun masih juga larang kan sudah vaksin,0.78382214
1/14/2021 14:30,"b'@detikcom @msaid_didu Itu akal akalan aja biar kita mau di vaksin, aku mah tetap aja ga mau'",-1,negatif,itu akal akalan saja biar kita mau divaksin aku tetap saja tidak mau,"['itu', 'akal', 'akalan', 'saja', 'biar', 'kita', 'mau', 'divaksin', 'aku', 'tetap', 'saja', 'tidak', 'mau']","['itu', 'akal', 'akal', 'saja', 'biar', 'kita', 'mau', 'vaksin', 'aku', 'tetap', 'saja', 'tidak', 'mau']",itu akal akal saja biar kita mau vaksin aku tetap saja tidak mau,0.562121896
1/14/2021 13:10,b'@giniginisaja emg kamu takut jarum sumtik? gausa vaksin aja udh ikhlaskan',-1,negatif,memang kamu takut jarum suntik tidak usah vaksin saja sudah ikhlaskan,"['memang', 'kamu', 'takut', 'jarum', 'suntik', 'tidak', 'usah', 'vaksin', 'saja', 'sudah', 'ikhlaskan']","['memang', 'kamu', 'takut', 'jarum', 'suntik', 'tidak', 'usah', 'vaksin', 'saja', 'sudah', 'ikhlas']",memang kamu takut jarum suntik tidak usah vaksin saja sudah ikhlas,0.454155209
1/11/2021 6:07,"b'Dapet 90% dari mana ya dok? Kita butuh data, bukan opini publik. Sebab itu kami ragu.'",-1,negatif,dapat dari mana ya dok kita butuh data bukan opini publik sebab itu kami ragu,"['dapat', 'dari', 'mana', 'ya', 'dok', 'kita', 'butuh', 'data', 'bukan', 'opini', 'publik', 'sebab', 'itu', 'kami', 'ragu']","['dapat', 'dari', 'mana', 'ya', 'dok', 'kita', 'butuh', 'data', 'bukan', 'opini', 'publik', 'sebab', 'itu', 'kami', 'ragu']",dapat dari mana ya dok kita butuh data bukan opini publik sebab itu kami ragu,0.930725456
1/11/2021 12:43,"b'RT @Rabuansyahmuzam: @geloraco Sekarang gini aja. Jika terdapat kematian setelah di lakukannya vaksin, siapakah yang akan bertanggung jawab\xe2\x80\xa6'",-1,negatif,sekarang begini saja jika terdapat kematian setelah dilakukannya vaksin siapakah yang akan bertanggung jawab,"['sekarang', 'begini', 'saja', 'jika', 'terdapat', 'kematian', 'setelah', 'dilakukannya', 'vaksin', 'siapakah', 'yang', 'akan', 'bertanggung', 'jawab']","['sekarang', 'begini', 'saja', 'jika', 'dapat', 'mati', 'telah', 'laku', 'vaksin', 'siapa', 'yang', 'akan', 'tanggung', 'jawab']",sekarang begini saja jika dapat mati telah laku vaksin siapa yang akan tanggung jawab,0.724842513
1/11/2021 7:04,b'RT @ArtiAbuAbuHamza: Disuntik Vaksin = Uji Nyali\nButuh keberanian luar biasa\nCC\n@KeeNand__',-1,negatif,disuntik vaksin uji nyali butuh keberanian luar biasa,"['disuntik', 'vaksin', 'uji', 'nyali', 'butuh', 'keberanian', 'luar', 'biasa']","['suntik', 'vaksin', 'uji', 'nyali', 'butuh', 'berani', 'luar', 'biasa']",suntik vaksin uji nyali butuh berani luar biasa,0.196945801
1/12/2021 15:56,b'RT @hsuwwww: kok jadi takut mau di vaksin corona \xf0\x9f\xa5\xba',-1,negatif,kok jadi takut mau divaksin corona,"['kok', 'jadi', 'takut', 'mau', 'divaksin', 'corona']","['kok', 'jadi', 'takut', 'mau', 'vaksin', 'corona']",kok jadi takut mau vaksin corona,0.187912374
1/12/2021 14:54,b'RT @farid_alfaruq: menarik nih anak TAPOL\nmenolak vaksin palu arit nya PKC. hehe ...',-1,negatif,menarik anak tapol menolak vaksin palu aritnya pkc,"['menarik', 'anak', 'tapol', 'menolak', 'vaksin', 'palu', 'aritnya', 'pkc']","['tarik', 'anak', 'tapol', 'tolak', 'vaksin', 'palu', 'arit', 'pkc']",tarik anak tapol tolak vaksin palu arit pkc,0.166119874
1/16/2021 8:05,"b'RT @Melody4490: Perhatikan &amp; Dengarkan dgn baik Penjelasan ttg Bahaya Vaksin Corona, Artinya jgn sekali-kali mau di Vaksin. https://t.co/55\xe2\x80\xa6'",-1,negatif,perhatikan dengarkan dengan baik penjelasan tentang bahaya vaksin corona artinya jangan sekali kali mau divaksin,"['perhatikan', 'dengarkan', 'dengan', 'baik', 'penjelasan', 'tentang', 'bahaya', 'vaksin', 'corona', 'artinya', 'jangan', 'sekali', 'kali', 'mau', 'divaksin']","['perhati', 'dengar', 'dengan', 'baik', 'jelas', 'tentang', 'bahaya', 'vaksin', 'corona', 'arti', 'jangan', 'sekali', 'kali', 'mau', 'vaksin']",perhati dengar dengan baik jelas tentang bahaya vaksin corona arti jangan sekali kali mau vaksin,0.700588374
1/16/2021 8:27,"b'RT @jark_doke: menolak disuntik vaksin sinovac, kalo di indo udah ada obatnya, kenapa pake produk cina \xf0\x9f\x99\x8f https://t.co/QSZla87H8R'",-1,negatif,menolak disuntik vaksin sinovac kalau di indo sudah ada obatnya kenapa pakai produk cina,"['menolak', 'disuntik', 'vaksin', 'sinovac', 'kalau', 'di', 'indo', 'sudah', 'ada', 'obatnya', 'kenapa', 'pakai', 'produk', 'cina']","['tolak', 'suntik', 'vaksin', 'sinovac', 'kalau', 'di', 'indo', 'sudah', 'ada', 'obat', 'kenapa', 'pakai', 'produk', 'cina']",tolak suntik vaksin sinovac kalau di indo sudah ada obat kenapa pakai produk cina,0.023107294
1/15/2021 0:09,"b'@Partono_ADjem Vaksin itu hanya untuk anak sakit, yg sehat gak usah divaksin.\nKrn vaksin tidak mencegah penularan t\xe2\x80\xa6 https://t.co/5oe9sDQmTG'",-1,negatif,vaksin itu hanya untuk anak sakit yang sehat tidak usah divaksin karena vaksin tidak mencegah penularan,"['vaksin', 'itu', 'hanya', 'untuk', 'anak', 'sakit', 'yang', 'sehat', 'tidak', 'usah', 'divaksin', 'karena', 'vaksin', 'tidak', 'mencegah', 'penularan']","['vaksin', 'itu', 'hanya', 'untuk', 'anak', 'sakit', 'yang', 'sehat', 'tidak', 'usah', 'vaksin', 'karena', 'vaksin', 'tidak', 'cegah', 'tular']",vaksin itu hanya untuk anak sakit yang sehat tidak usah vaksin karena vaksin tidak cegah tular,0.521482859
1/15/2021 1:26,b'@FridoMahakena @ajenar Aku mana mau vaksin GK guna pun\nYg buat sakit tuhan dan yg menyembuhkan juga tuhan lalu meng\xe2\x80\xa6 https://t.co/12wKxxcP5W',-1,negatif,aku mana mau vaksin tidak berguna pun yang buat sakit tuhan dan yang menyembuhkan juga tuhan,"['aku', 'mana', 'mau', 'vaksin', 'tidak', 'berguna', 'pun', 'yang', 'buat', 'sakit', 'tuhan', 'dan', 'yang', 'menyembuhkan', 'juga', 'tuhan']","['aku', 'mana', 'mau', 'vaksin', 'tidak', 'guna', 'pun', 'yang', 'buat', 'sakit', 'tuhan', 'dan', 'yang', 'sembuh', 'juga', 'tuhan']",aku mana mau vaksin tidak guna pun yang buat sakit tuhan dan yang sembuh juga tuhan,0.883226569
1/14/2021 7:19,b'@FerdinandHaean3 @CCICPolri @DivHumas_Polri yang ngaku anak pki saja tidak mau di suntik vaksin... apa lagi yang waras...',-1,negatif,yang mengaku anak pki saja tidak mau di suntik vaksin apa lagi yang waras,"['yang', 'mengaku', 'anak', 'pki', 'saja', 'tidak', 'mau', 'di', 'suntik', 'vaksin', 'apa', 'lagi', 'yang', 'waras']","['yang', 'aku', 'anak', 'pki', 'saja', 'tidak', 'mau', 'di', 'suntik', 'vaksin', 'apa', 'lagi', 'yang', 'waras']",yang aku anak pki saja tidak mau di suntik vaksin apa lagi yang waras,0.321379871
1/14/2021 9:04,b'@LOVE_AG4EVER Di vaksin juga ini org gk berguna bagi rakyat.gk ada memfaat nya dia jadi wakil rakyat.. jadi bodoh amat mau di vaksin atau gk',-1,negatif,divaksin juga ini orang tidak berguna bagi rakyat tidak ada mamfaatnya dia jadi wakil rakyat jadi bodoh amat mau divaksin atau tidak,"['divaksin', 'juga', 'ini', 'orang', 'tidak', 'berguna', 'bagi', 'rakyat', 'tidak', 'ada', 'mamfaatnya', 'dia', 'jadi', 'wakil', 'rakyat', 'jadi', 'bodoh', 'amat', 'mau', 'divaksin', 'atau', 'tidak']","['vaksin', 'juga', 'ini', 'orang', 'tidak', 'guna', 'bagi', 'rakyat', 'tidak', 'ada', 'mamfaatnya', 'dia', 'jadi', 'wakil', 'rakyat', 'jadi', 'bodoh', 'amat', 'mau', 'vaksin', 'atau', 'tidak']",vaksin juga ini orang tidak guna bagi rakyat tidak ada mamfaatnya dia jadi wakil rakyat jadi bodoh amat mau vaksin atau tidak,0.23974756
1/11/2021 7:23,b'RT @keepoaja: ...\n...\n\nIni sebenarnya Vaksin Sinovac apa Mak erot sehhh...??\n\n\xf0\x9f\xa4\xa3\xf0\x9f\x98\x82\xf0\x9f\xa4\xa3\xf0\x9f\x98\x82\xf0\x9f\xa4\xa3\n\n..... https://t.co/EeZvdZYdnF',-1,negatif,ini sebenarnya vaksin sinovac apa mak erot,"['ini', 'sebenarnya', 'vaksin', 'sinovac', 'apa', 'mak', 'erot']","['ini', 'benar', 'vaksin', 'sinovac', 'apa', 'mak', 'erot']",ini benar vaksin sinovac apa mak erot,0.245257842
1/14/2021 14:25,"b'Kalo dapet vaksin, ogut bukan takut sama isi vaksinnya tp jarum suntiknya \xf0\x9f\x98\xad\xf0\x9f\x98\xad'",-1,negatif,kalau dapat vaksin bukan takut sama isi vaksinnya tapi jarum suntiknya,"['kalau', 'dapat', 'vaksin', 'bukan', 'takut', 'sama', 'isi', 'vaksinnya', 'tapi', 'jarum', 'suntiknya']","['kalau', 'dapat', 'vaksin', 'bukan', 'takut', 'sama', 'isi', 'vaksin', 'tapi', 'jarum', 'suntik']",kalau dapat vaksin bukan takut sama isi vaksin tapi jarum suntik,0.46643676
1/14/2021 15:26,"b'Gak Usah vaksin\xc2\xb2 , kita kan gatau apa yg ada dalam vaksin itu, yg kemungkinan kita bisa tambah sakit\n\n*Ucap seorang\xe2\x80\xa6 https://t.co/JixwhcS5Vx'",-1,negatif,tidak usah vaksin kita kan gatau apa yang ada dalam vaksin itu yang kemungkinan kita bisa tambah sakit,"['tidak', 'usah', 'vaksin', 'kita', 'kan', 'gatau', 'apa', 'yang', 'ada', 'dalam', 'vaksin', 'itu', 'yang', 'kemungkinan', 'kita', 'bisa', 'tambah', 'sakit']","['tidak', 'usah', 'vaksin', 'kita', 'kan', 'gatau', 'apa', 'yang', 'ada', 'dalam', 'vaksin', 'itu', 'yang', 'mungkin', 'kita', 'bisa', 'tambah', 'sakit']",tidak usah vaksin kita kan gatau apa yang ada dalam vaksin itu yang mungkin kita bisa tambah sakit,0.024509932
1/14/2021 16:10,b'@ArnoldPoernomo Kapan\xe2\x80\x9d aja lah wkwk takut banget di vaksin sebenernya:( karena efek sampingnya itu loh. Tapi mo gim\xe2\x80\xa6 https://t.co/0LNbO0OluH',-1,negatif,takut sangat divaksin sebenarnya karena efek sampingnya itu,"['takut', 'sangat', 'divaksin', 'sebenarnya', 'karena', 'efek', 'sampingnya', 'itu']","['takut', 'sangat', 'vaksin', 'benar', 'karena', 'efek', 'samping', 'itu']",takut sangat vaksin benar karena efek samping itu,0.247639428
1/14/2021 10:01,b'@zarazettirazr Bukan nolak di vaksin.. Tp vaksinnya bener ape gak...',-1,negatif,bukan menolak divaksin tapi vaksinnya benar apa tidak,"['bukan', 'menolak', 'divaksin', 'tapi', 'vaksinnya', 'benar', 'apa', 'tidak']","['bukan', 'tolak', 'vaksin', 'tapi', 'vaksin', 'benar', 'apa', 'tidak']",bukan tolak vaksin tapi vaksin benar apa tidak,0.312216432
1/12/2021 0:12,"b'RT @_z3l1n3_: Tolak vaksin corona, sanksi penjara setahun dan denda Rp 100 juta menanti.\n\n@KemenkesRI\n@BPOM_RI\n\n#TolakDivaksinSinovac\n#Tola\xe2\x80\xa6'",-1,negatif,tolak vaksin corona sanksi penjara setahun dan denda rupiah juta menanti,"['tolak', 'vaksin', 'corona', 'sanksi', 'penjara', 'setahun', 'dan', 'denda', 'rupiah', 'juta', 'menanti']","['tolak', 'vaksin', 'corona', 'sanksi', 'penjara', 'tahun', 'dan', 'denda', 'rupiah', 'juta', 'nanti']",tolak vaksin corona sanksi penjara tahun dan denda rupiah juta nanti,0.410007439
1/14/2021 11:38,"b'@joejuve1987 @yunartowijaya @ustadtengkuzul Silahkan, gak usah di vaksin ya.. jd gak usah banyak bacot klo gk dikasih\xf0\x9f\x98\x81'",-1,negatif,silakan tidak usah divaksin ya jadi tidak usah banyak bacot kalo tidak dikasih,"['silakan', 'tidak', 'usah', 'divaksin', 'ya', 'jadi', 'tidak', 'usah', 'banyak', 'bacot', 'kalo', 'tidak', 'dikasih']","['sila', 'tidak', 'usah', 'vaksin', 'ya', 'jadi', 'tidak', 'usah', 'banyak', 'bacot', 'kalo', 'tidak', 'kasih']",sila tidak usah vaksin ya jadi tidak usah banyak bacot kalo tidak kasih,0.045675355
1/14/2021 9:35,b'Jgnkan di vaksin\nJarum suntik aja gw takut',-1,negatif,jangankan divaksin jarum suntik saja saya takut,"['jangankan', 'divaksin', 'jarum', 'suntik', 'saja', 'saya', 'takut']","['jangan', 'vaksin', 'jarum', 'suntik', 'saja', 'saya', 'takut']",jangan vaksin jarum suntik saja saya takut,0.182247463
1/14/2021 7:29,b'Gamau vaksin soalnya katanya gak merubah diri jadi titan :( pengen jd jaw titan banget',-1,negatif,tidak mau vaksin soalnya katanya merubah diri jadi titan,"['tidak', 'mau', 'vaksin', 'soalnya', 'katanya', 'merubah', 'diri', 'jadi', 'titan']","['tidak', 'mau', 'vaksin', 'soal', 'kata', 'rubah', 'diri', 'jadi', 'titan']",tidak mau vaksin soal kata rubah diri jadi titan,0.209690684
1/15/2021 1:16,"b'Dulu berdoa moga ditemukan vaksin, setelah ada vaksin malah ragu2. Piye toh\xf0\x9f\x98\x86'",-1,negatif,dulu berdoa semoga ditemukan vaksin setelah ada vaksin malah ragu,"['dulu', 'berdoa', 'semoga', 'ditemukan', 'vaksin', 'setelah', 'ada', 'vaksin', 'malah', 'ragu']","['dulu', 'doa', 'moga', 'temu', 'vaksin', 'telah', 'ada', 'vaksin', 'malah', 'ragu']",dulu doa moga temu vaksin telah ada vaksin malah ragu,0.847648367
1/15/2021 2:28,"b'Setelah Ternyata Efektivitas Vaksin Sinovac Hanya 50,4% di Brazil \n\nIni jelas sangat mengecewakan dan menjadi pukul\xe2\x80\xa6 https://t.co/LzyDlwXOGe'",-1,negatif,setelah ternyata efektivitas vaksin sinovac hanya di brazil ini jelas sangat mengecewakan,"['setelah', 'ternyata', 'efektivitas', 'vaksin', 'sinovac', 'hanya', 'di', 'brazil', 'ini', 'jelas', 'sangat', 'mengecewakan']","['telah', 'nyata', 'efektivitas', 'vaksin', 'sinovac', 'hanya', 'di', 'brazil', 'ini', 'jelas', 'sangat', 'kecewa']",telah nyata efektivitas vaksin sinovac hanya di brazil ini jelas sangat kecewa,0.927560371
1/12/2021 22:10,"b'RT @enno_setyono: @ArieSondang @republikaonline Gue mah mau beli vaksin merah putih aj sediri....klu pakai vaksin sinovac sm aj bunuh diri,\xe2\x80\xa6'",-1,negatif,aku mau beli vaksin merah putih saja sendiri kalau pakai vaksin sinovac sama saja bunuh diri,"['aku', 'mau', 'beli', 'vaksin', 'merah', 'putih', 'saja', 'sendiri', 'kalau', 'pakai', 'vaksin', 'sinovac', 'sama', 'saja', 'bunuh', 'diri']","['aku', 'mau', 'beli', 'vaksin', 'merah', 'putih', 'saja', 'sendiri', 'kalau', 'pakai', 'vaksin', 'sinovac', 'sama', 'saja', 'bunuh', 'diri']",aku mau beli vaksin merah putih saja sendiri kalau pakai vaksin sinovac sama saja bunuh diri,0.22215177
1/14/2021 7:29,b'GAMAU DI VAKSIN TAKUTT\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x92\x94',-1,negatif,tidak mau divaksin takut,"['tidak', 'mau', 'divaksin', 'takut']","['tidak', 'mau', 'vaksin', 'takut']",tidak mau vaksin takut,0.412619837
1/11/2021 1:13,"b'RT @DrKhorSK: \xf0\x9f\x94\xba""Doktor, saya tak yakin pada vaksin Covid-19 sebab ia terlalu cepat diluluskan. Biasanya, vaksin akan ambil masa 7-10 tahun,\xe2\x80\xa6'",-1,negatif,doktor saya tak yakin pada vaksin covid sebab ia terlalu cepat diluluskan biasanya vaksin akan ambil masa tahun,"['doktor', 'saya', 'tak', 'yakin', 'pada', 'vaksin', 'covid', 'sebab', 'ia', 'terlalu', 'cepat', 'diluluskan', 'biasanya', 'vaksin', 'akan', 'ambil', 'masa', 'tahun']","['doktor', 'saya', 'tak', 'yakin', 'pada', 'vaksin', 'covid', 'sebab', 'ia', 'terlalu', 'cepat', 'lulus', 'biasa', 'vaksin', 'akan', 'ambil', 'masa', 'tahun']",doktor saya tak yakin pada vaksin covid sebab ia terlalu cepat lulus biasa vaksin akan ambil masa tahun,0.655137552
1/15/2021 0:19,"b'Menolak vaksin bisa kena hukum pidana?\nGak setuju sih saya, kesannya seperti pemaksaan. Kan bisa diedukasi masyarak\xe2\x80\xa6 https://t.co/SrODA7JxzF'",-1,negatif,menolak vaksin bisa kena hukum pidana tidak setuju saya kesannya seperti pemaksaan kan bisa diedukasi masyarakat,"['menolak', 'vaksin', 'bisa', 'kena', 'hukum', 'pidana', 'tidak', 'setuju', 'saya', 'kesannya', 'seperti', 'pemaksaan', 'kan', 'bisa', 'diedukasi', 'masyarakat']","['tolak', 'vaksin', 'bisa', 'kena', 'hukum', 'pidana', 'tidak', 'tuju', 'saya', 'kesan', 'seperti', 'paksa', 'kan', 'bisa', 'edukasi', 'masyarakat']",tolak vaksin bisa kena hukum pidana tidak tuju saya kesan seperti paksa kan bisa edukasi masyarakat,0.694315837
1/14/2021 8:00,"b'@noorkala_ ""Klo masih harus Prokes trus gunanya vaksin apa""'",-1,negatif,kalau masih harus protokol kesehatan terus gunanya vaksin apa,"['kalau', 'masih', 'harus', 'protokol', 'kesehatan', 'terus', 'gunanya', 'vaksin', 'apa']","['kalau', 'masih', 'harus', 'protokol', 'sehat', 'terus', 'guna', 'vaksin', 'apa']",kalau masih harus protokol sehat terus guna vaksin apa,0.175325581
1/14/2021 7:43,"b'@Raraaza0 Ngobrol ttng corona, ttng vaksin mendingin turun saja tuh para menteri kabinetnya kalo dibisniskan  rakya\xe2\x80\xa6 https://t.co/in3qT2WPMY'",-1,negatif,bicara tentang corona tentang vaksin mendingan turun saja tuh para menteri kabinetnya kalau dibisniskan rakyat,"['bicara', 'tentang', 'corona', 'tentang', 'vaksin', 'mendingan', 'turun', 'saja', 'tuh', 'para', 'menteri', 'kabinetnya', 'kalau', 'dibisniskan', 'rakyat']","['bicara', 'tentang', 'corona', 'tentang', 'vaksin', 'mending', 'turun', 'saja', 'tuh', 'para', 'menteri', 'kabinet', 'kalau', 'bisnis', 'rakyat']",bicara tentang corona tentang vaksin mending turun saja tuh para menteri kabinet kalau bisnis rakyat,0.992708498
1/12/2021 9:03,b'RT @lianicriwil: Kalo Dr.ribka ajja menolak di vaksin sikoplak....apalagi gw gtu loh \xf0\x9f\x98\x85\n\n#menolakdivaksin https://t.co/LyYHjg130U',-1,negatif,kalo dokter ribka saja menolak divaksin apalagi aku,"['kalo', 'dokter', 'ribka', 'saja', 'menolak', 'divaksin', 'apalagi', 'aku']","['kalo', 'dokter', 'ribka', 'saja', 'tolak', 'vaksin', 'apalagi', 'aku']",kalo dokter ribka saja tolak vaksin apalagi aku,0.761826579
1/14/2021 8:03,"b'gue pikir"" dulu  d Vaksin\ngue ngeri d Suntik nya'",-1,negatif,aku pikir pikir dulu divaksin takut disuntiknya,"['aku', 'pikir', 'pikir', 'dulu', 'divaksin', 'takut', 'disuntiknya']","['aku', 'pikir', 'pikir', 'dulu', 'vaksin', 'takut', 'suntik']",aku pikir pikir dulu vaksin takut suntik,0.001179563
1/12/2021 13:33,b'RT @zia_non: Yang ngomporin ibu ciptaning ya.  \nSaya pun takut. Apalg saya tak pernah dr bayi di vaksin',-1,negatif,yang kompor ibu ciptaning ya saya pun takut apalagi saya tak pernah dari bayi divaksin,"['yang', 'kompor', 'ibu', 'ciptaning', 'ya', 'saya', 'pun', 'takut', 'apalagi', 'saya', 'tak', 'pernah', 'dari', 'bayi', 'divaksin']","['yang', 'kompor', 'ibu', 'ciptaning', 'ya', 'saya', 'pun', 'takut', 'apalagi', 'saya', 'tak', 'pernah', 'dari', 'bayi', 'vaksin']",yang kompor ibu ciptaning ya saya pun takut apalagi saya tak pernah dari bayi vaksin,0.642875809
