,tanggal,tweet,label,tweet_baku,detoken_stem
269,1/12/2021 5:04,b'RT @KKMPutrajaya: Vaksin mengandungi aluminium? \n\n#vaccine \n#VaccinesSaveLives https://t.co/5tMy5jzL2D',negatif,vaksin mengandungi aluminium,vaksin kandung aluminium
270,1/12/2021 5:05,"b'RT @JackCombat_: #TolakDivaksinSinovac\n\nWaduh !?!?!\n\ndr. Tifauzia : Biar Ditodong Pistol Saya tidak Mau Divaksin Gunakan Sinovac, Saya Mau\xe2\x80\xa6'",negatif,waduh biar ditodong pistol saya tidak mau divaksin gunakan sinovac,waduh biar todong pistol saya tidak mau vaksin guna sinovac
271,1/12/2021 5:06,b'RT @kapten_imel: @dapitnih Idem. Dokter Tifa di fesbuk malah udah terang2an gak mau disuntik vaksin apapun kecuali vaksin merah-putih buata\xe2\x80\xa6',negatif,sudah terangan tidak mau disuntik vaksin apapun kecuali vaksin merah putih buatan indonesia,sudah terang tidak mau suntik vaksin apa kecuali vaksin merah putih buat indonesia
272,1/12/2021 5:25,"b'RT @NcuhiRiwo: S e t u j u ....\xf0\x9f\x91\x8d\nUntuk itu, saya menolak divaksinasi dengan vaksin Sinovac, dan bersedia divaksinasi menggunakan Vaksin Mer\xe2\x80\xa6'",negatif,saya menolak divaksinasi dengan vaksin sinovac dan bersedia divaksinasi menggunakan vaksin merah putih,saya tolak vaksinasi dengan vaksin sinovac dan sedia vaksinasi guna vaksin merah putih
273,1/12/2021 5:32,b'RT @klikdoktercom:,negatif,vaksin covid bisa berubah jadi racun berbahaya kalau cara penyimpanannya salah fakta medisnya babagaimana ya,vaksin covid bisa ubah jadi racun bahaya kalau cara simpan salah fakta medis babagaimana ya
274,1/12/2021 5:46,b'RT @itedjo6: @dirgarambe Vaksin lain bisa 90% an kok milih yg 65% ini nyawa manusia bukan tikus putih dilaborat ya Dok',negatif,vaksin lain bisa sembilan puluh persenan tapi kenapa memilih yang enam puluh lima persen ini nyawa manusia bukan tikus putih dilaboratorium ya dok,vaksin lain bisa sembilan puluh persen tapi kenapa pilih yang enam puluh lima persen ini nyawa manusia bukan tikus putih laboratorium ya dok
275,1/12/2021 5:50,b'RT @PartaiSocmed:,negatif,sikap pemerintah mengenai vaksin ini seperti orang yang memboroskan uangnya atau bahkan berhutang atas harapan uang yang akan dapat kembali,sikap perintah kena vaksin ini seperti orang yang boros uang atau bahkan hutang atas harap uang yang akan dapat kembali
276,1/12/2021 5:53,"b'RT @kurawa: Tingkat ""keampuhan"" vaksin sinovac 65,3% berarti ada yang akan dapat ""tidak ampuhnya"" 34,7 %..\n\nBiasanya bagian yg gak ampuh in\xe2\x80\xa6'",negatif,tingkat keampuhan vaksin sinovac enam puluh lima koma tiga persen berarti ada yang akan dapat tidak ampuhnya,tingkat ampuh vaksin sinovac enam puluh lima koma tiga persen arti ada yang akan dapat tidak ampuh
277,1/12/2021 5:55,"b'RT @NcuhiRiwo: Pidana Menolak Sinovac, Berhentilah Mengancam Rakyat \n\nKalok ada Vaksin yang Efektifitasnya 95% kenapa rakyat dipaksa dengan\xe2\x80\xa6'",negatif,menolak sinovac bisa terkena pidana berhentilah mengancam rakyat kalau ada vaksin yang efektifitasnya sembilan puluh lima persen kenapa rakyat dipaksa dengan vaksinasi,tolak sinovac bisa kena pidana henti ancam rakyat kalau ada vaksin yang efektifitasnya sembilan puluh lima persen kenapa rakyat paksa dengan vaksinasi
278,1/12/2021 6:00,b'RT @pusatbacot: ,negatif,demi kemanusiaan tapi vaksin dijual dimana akalnya,demi manusia tapi vaksin jual mana akal
279,1/12/2021 6:10,b'RT @fullmoonfolks:,negatif,fenomena vaksin ini sedikit mengkhawatirkan ya,fenomena vaksin ini sedikit khawatir ya
280,1/12/2021 6:21,b'RT @qwen_Be3_Q__: ,negatif,sekali lagi saya tegaskan disini saya tidak anti vaksin tetapi saya tidak mau disuntik vaksin selain vaksin dari virus asli indonesia,sekali lagi saya tegas sini saya tidak anti vaksin tetapi saya tidak mau suntik vaksin selain vaksin dari virus asli indonesia
281,1/12/2021 6:26,b'RT @amiruddin_alp: @dapitnih Benar sekali...ayook kita kasitau pak @jokowi kita tidak MENOLAK VAKSIN asal bukan Sinovac yang Efikasinya han\xe2\x80\xa6',negatif,benar sekali ayo kita kasih tahu pak kita tidak menolak vaksin asalkan bukan vaksin sinovac yang efikasinya hanya enam puluh lima koma tiga persen,benar sekali ayo kita kasih tahu pak kita tidak tolak vaksin asal bukan vaksin sinovac yang efikasinya hanya enam puluh lima koma tiga persen
282,1/12/2021 6:28,b'RT @IDNTimesSumsel: ,negatif,vaksin curah digunakan sebagai bahan baku vaksin covid,vaksin curah guna bagai bahan baku vaksin covid
283,1/12/2021 6:34,b'RT @BaniAdam____: ,negatif,itu vaksin apa minyak goreng,itu vaksin apa minyak goreng
284,1/12/2021 6:56,b'RT @AronmotorH: ,negatif,aku takut divaksin karena tingkat keberhasilannya cuma enam puluh lima koma tiga persen,aku takut vaksin karena tingkat hasil cuma enam puluh lima koma tiga persen
285,1/12/2021 7:09,b'RT @aka_abzhary:,negatif,rakyat berhak menentukan pilihan tentang kesehatan yang aman bermutu yang dijamin uu ya jangan main paksa,rakyat hak tentu pilih tentang sehat yang aman mutu yang jamin uu ya jangan main paksa
286,1/12/2021 7:15,b'RT @Gonres4: #TolakDivaksinSinovac\n\nVaksin china komunis itu ibarat\n\nDIE YANG SUUPLAI MEEECIIIN\n\nDIE JUGA YANG BILANG :\n\nBANG JANGAN DIKASI\xe2\x80\xa6',negatif,vaksin cina komunis itu ibarat dia yang suplai micin dia juga yang bilang bang jangan dikasih,vaksin cina komunis itu ibarat dia yang suplai micin dia juga yang bilang bang jangan kasih
287,1/12/2021 7:27,b'Mardani PKS: Amat Disayangkan Efikasi Vaksin Sinovac Hanya 65 Persen\n\n#COVID19 #vaksincovid19 #VaksinSinovac #PKS\xe2\x80\xa6 https://t.co/ErYsPRD3dP',negatif,sangat disayangkan efikasi vaksin sinovac hanya enam puluh lima persen,sangat sayang efikasi vaksin sinovac hanya enam puluh lima persen
288,1/12/2021 7:33,"b'RT @conan_idn: dr Tifauzia Tyassuma: Saya tidak anti vaksin, Tetapi saya tidak mau disuntik vaksin selain vaksin dari virus asli Indonesia\xe2\x80\xa6'",negatif,saya tidak anti vaksin tetapi saya tidak mau disuntik vaksin selain vaksin dari virus asli indonesia,saya tidak anti vaksin tetapi saya tidak mau suntik vaksin selain vaksin dari virus asli indonesia
289,1/12/2021 7:35,b'RT @Mentimoen: Amerika saja mendapatkan banyak masalah dalam penyimpanan dan distribusi vaksin dgn suhu ultra dingin spt itu. Boro2 negara\xe2\x80\xa6',negatif,amerika saja mendapatkan banyak masalah dalam penyimpanan dan distribusi vaksin dengan suhu sangat dingin seperti itu apalagi indonesia,amerika saja dapat banyak masalah dalam simpan dan distribusi vaksin dengan suhu sangat dingin seperti itu apalagi indonesia
290,1/12/2021 7:43,"b'RT @Sultan73976132: setelah membandingkan beragam produk vaksin  covid 19, Jujur saya pribadi menolak divaksin dgn vaksin apapun palagi dgn\xe2\x80\xa6'",negatif,setelah membandingkan berbagai produk vaksin covid jujur saya pribadi menolak divaksin dengan vaksin apapun,telah banding bagai produk vaksin covid jujur saya pribadi tolak vaksin dengan vaksin apa
291,1/12/2021 7:44,b'RT @rmol_id: Tifauzia Tyassuma Pilih Bersabar Menunggu Vaksin Merah Putih Ketimbang Disuntik Vaksin Asing https://t.co/FPEErvhGq5',negatif,pilih bersabar menunggu vaksin merah putih ketimbang disuntik vaksin asing,pilih sabar tunggu vaksin merah putih ketimbang suntik vaksin asing
292,1/12/2021 7:45,b'RT @BangPitung_AJW: 1)Mati atau lumpuh perusahaan perusahaan vaksin gak bisa dituntut. Pempus dan pemda paling cuma bengong aja (efek sihir\xe2\x80\xa6',negatif,mati ataupun lumpuh perusahaan perusahaan vaksin tidak bisa dituntut,mati atau lumpuh usaha usaha vaksin tidak bisa tuntut
293,1/12/2021 7:49,b'RT @AcenkBastard: @rifofficial_ Kalo yang dah kena covid gabakal kena covid lagi mending saya kena covid daripada kena vaksin xixixi',negatif,kalau yang sudah terkena covid tidak akan kena covid lagi mending saya kena covid daripada kena vaksin,kalau yang sudah kena covid tidak akan kena covid lagi mending saya kena covid daripada kena vaksin
294,1/12/2021 8:06,"b'RT @MuamarRizki_: Menolak vaksin terus di denda, apakah setelah membayar uang sanksi tubuh menjadi kebal?'",negatif,menolak vaksin terus didenda apakah setelah membayar uang sanksi tubuh menjadi kebal,tolak vaksin terus denda apakah telah bayar uang sanksi tubuh jadi kebal
295,1/12/2021 8:11,"b'RT @AnakiaKandari: dr. Tifauzia : Biar Ditodong Pistol Saya tidak Mau Divaksin Gunakan Sinovac, Saya Mau Vaksin Merah Putih  ? https://t.co\xe2\x80\xa6'",negatif,biar ditodong pistol saya tidak mau divaksin gunakan sinovac saya mau vaksin merah putih,biar todong pistol saya tidak mau vaksin guna sinovac saya mau vaksin merah putih
296,1/12/2021 8:25,"b'RT @bepejeel: Katanya Corona bisa dicegah/diobati dengan minum jamu. \n\nSekarang impor vaksin SINOVAC dari China dengan ""memaksa"" rakyat unt\xe2\x80\xa6'",negatif,katanya corona bisa dicegah diobati dengan minum jamu sekarang impor vaksin sinovac dari cina dengan memaksa rakyat,kata corona bisa cegah obat dengan minum jamu sekarang impor vaksin sinovac dari cina dengan paksa rakyat
297,1/12/2021 8:30,b'RT @_4ngel05: Aku Atut d cuntik pak Pigai ..tengs ya udah ngasih tau ada UU Kesehatan RI No 36 thn 2009.\nG mau d vaksin sinovac..g ada buat\xe2\x80\xa6',negatif,aku takut disuntik pak pigai terima kasih yang sudah memberi tahu ada uu kesehatan ri no tahun tidak mau divaksin,aku takut suntik pak pigai terima kasih yang sudah beri tahu ada uu sehat ri no tahun tidak mau vaksin
298,1/12/2021 8:33,"b'RT @Amrizaldy511: Dokter aja gk mau di vaksin, apalagi rakyat, cebong aja vaksin tuu https://t.co/ze0gz3xQCf'",negatif,dokter saja tidak mau divaksin apalagi rakyat cebong saja vaksin itu,dokter saja tidak mau vaksin apalagi rakyat cebong saja vaksin itu
299,1/12/2021 8:43,b'RT @adygila: Ga usa nunggu vaksin tahun depan akan keluar paramex covid edition di warung-warung terdekat.',negatif,tidak perlu menunggu vaksin tahun depan akan keluar paramex edisi covid di warung warung terdekat,tidak perlu tunggu vaksin tahun depan akan keluar paramex edisi covid di warung warung dekat
300,1/12/2021 8:55,b'RT @cuantastix: @VIVAcoid Gw yakin jokwi ga akan disuntik vaksin sinovac.....\n\nApakah sinovac buat vaksin rakyat jelata ??',negatif,saya yakin jokowi tidak akan disuntik vaksin sinovac apakah sinovac buat vaksin rakyat jelata,saya yakin jokowi tidak akan suntik vaksin sinovac apakah sinovac buat vaksin rakyat jelata
301,1/12/2021 9:01,b'RT @Karinbahary2: Yg gak mau di vaksin Corona denda 5 juta\nAtau penjara buseeeettt\nPemerintah gampang amat cari duit \nKe bajak laut ..\xf0\x9f\x98\x82\xf0\x9f\x98\x80\nKi\xe2\x80\xa6',negatif,yang tidak mau divaksin corona denda lima juta atau penjara buset pemerintah gampang sekali cari duit seperti bajak laut,yang tidak mau vaksin corona denda lima juta atau penjara buset perintah gampang sekali cari duit seperti bajak laut
302,1/12/2021 9:30,b'RT @Zero20197: Silakan Vaksin Doeloe kubu si Merah\xf0\x9f\x90\x83 biar oposisi \xf0\x9f\xa6\x87belakangan\n\nMonggo!!',negatif,silakan vaksin dulu kubu si merah biar oposisi belakangan silakan,sila vaksin dulu kubu si merah biar oposisi belakang sila
303,1/12/2021 9:43,b'RT @Indonesiastyle_: suntik vaksin akohh dongg..!\npingiinn terbang bebas menjemput yang terdoakan..\n#tjlebvibes',negatif,suntik vaksin aku dong ingin terbang bebas menjemput yang terdoakan,suntik vaksin aku dong ingin terbang bebas jemput yang doa
304,1/12/2021 9:49,b'RT @emerson_yuntho: Jangan mau di vaksin yg diproduksi  perusahan Cina | Lalu untuk cegah Covid pakai apa? | Gunakan saja  Lianhua Qinwen',negatif,jangan mau divaksin yang diproduksi perusahan cina,jangan mau vaksin yang produksi usah cina
305,1/12/2021 9:49,"b'RT @Makmur13745478: @republikaonline Untuk apa divaksin yg tidak efektif, sudah pasti ada efek samping. Rakyat berhak memilih yg terbaik un\xe2\x80\xa6'",negatif,untuk apa divaksin yang tidak efektif sudah pasti ada efek samping rakyat berhak memilih yang terbaik,untuk apa vaksin yang tidak efektif sudah pasti ada efek samping rakyat hak pilih yang baik
306,1/12/2021 10:55,b'RT @L4dyY0ng: @failedprotocol1 @idtodayco Yg punya vaksin pasti yg diuntungkan \n\n#TolakDivaksinSinovac \n#TolakDivaksinSinovac',negatif,yang punya vaksin pasti yang diuntungkan,yang punya vaksin pasti yang untung
307,1/12/2021 10:59,b'RT @theWorldOfLie: @FKadrun Curiga rakyat kita cuma dijadikan kelinci percobaan buat mengetahui efektivitas vaksin sinovac',negatif,curiga rakyat kita cuma dijadikan kelinci percobaan buat mengetahui efektivitas vaksin sinovac,curiga rakyat kita cuma jadi kelinci coba buat tahu efektivitas vaksin sinovac
308,1/12/2021 11:27,b'RT @athrun_cloud: Ente aje yg duluan di vaksin Qut....\n\nBeler beler loe !',negatif,kamu saja yang duluan divaksin qut,kamu saja yang duluan vaksin qut
309,1/12/2021 11:29,b'RT @JhonaMerah: @idtodayco @UncleJames01 waspada lah vaksin sinovac sangat berbahaya untuk tubuh dan kesehatan manusia https://t.co/dyeLPb0\xe2\x80\xa6',negatif,waspada lah vaksin sinovac sangat berbahaya untuk tubuh dan kesehatan manusia,waspada lah vaksin sinovac sangat bahaya untuk tubuh dan sehat manusia
310,1/12/2021 11:31,b'RT @EL_Yasiien: Vaksin Sinovac Beri Efek samping Gangguan kulit dan Diare \n\nBPOM : Tapii tidak berbahaya\n\nbijimana maksudee ooommm \xf0\x9f\x98\xb7\n\n#Tola\xe2\x80\xa6',negatif,vaksin sinovac beri efek samping gangguan kulit dan diare bpom tapi tidak berbahaya bagaimana maksudnya om,vaksin sinovac beri efek samping ganggu kulit dan diare bpom tapi tidak bahaya bagaimana maksud om
311,1/12/2021 11:32,b'RT @Dustteam27: @Kanseulir Masalah vaksin mestinya disuntikan dulu para pendukung Jkw jika aman naru yg lain',negatif,masalah vaksin mestinya disuntikkan dulu para pendukung jokowi jika aman baru lainnya,masalah vaksin mesti suntik dulu para dukung jokowi jika aman baru lain
312,1/12/2021 12:11,"b'RT @EMoorcy: @ZAEffendy \xe2\x80\x9cSaya tidak mengizinkan siapapun juga, walau dengan todongan pistol sekalipun, walau dengan ancaman saya dipecat se\xe2\x80\xa6'",negatif,saya tidak mengizinkan siapapun juga walau dengan todongan pistol sekalipun walau dengan ancaman saya dipecat,saya tidak izin siapa juga walau dengan todong pistol sekalipun walau dengan ancam saya pecat
313,1/12/2021 12:13,b'RT @Olio_00: @drzul_albakri assalamualaikum...\nKnp kita perlu vaksin dari negara org kafir.. Kita negara islam x pernah ikhtiar perubatan c\xe2\x80\xa6',negatif,assalamualaikum kenapa kita perlu vaksin dari negara orang kafir kita negara islam pernah ikhtiar pengobatan,assalamualaikum kenapa kita perlu vaksin dari negara orang kafir kita negara islam pernah ikhtiar obat
314,1/12/2021 12:14,"b'RT @6undul0h: Tuh... Khan.. dr. Ribka aja menolak, karena vaksin belum diuji coba yg ketiga, dan jika menolak divaksin lalu dihukum... Hmm\xe2\x80\xa6'",negatif,ribka saja menolak karena vaksin belum diuji coba yang ketiga dan jika menolak divaksin lalu dihukum,ribka saja tolak karena vaksin belum uji coba yang tiga dan jika tolak vaksin lalu hukum
315,1/12/2021 12:16,b'RT @orangkata_my: Nampaknya rancangan jangka masa panjang kita cuma tunggu vaksin je ni\n\nTapi kenapa rakyat tak boleh tau harga sebenar vak\xe2\x80\xa6',negatif,nampaknya rancangan jangka masa panjang kita cuma tunggu vaksin saja ini tapi kenapa rakyat tak boleh tahu harga sebenarnya pak,nampaknya rancang jangka masa panjang kita cuma tunggu vaksin saja ini tapi kenapa rakyat tak boleh tahu harga benar pak
316,1/12/2021 12:19,"b'RT @Taufiiiiq_: @tirta_hudhi dok mau tanya soal ini, kenapa pemerintah kok maksa banget sampe dikenai denda, apakah vaksin seperlu itu buat\xe2\x80\xa6'",negatif,dok mau tanya soal ini kenapa pemerintah kok memaksakan banget sampai dikenai denda,dok mau tanya soal ini kenapa perintah kok paksa banget sampai kena denda
317,1/12/2021 12:21,"b'RT @XXX_SamURay63: Kader Pdip banyak yg tolak vaksin sinovac, apa sejatinya mereka punya info a1 ?'",negatif,kader pdip banyak yang tolak vaksin sinovac apa sejatinya mereka punya info ya,kader pdip banyak yang tolak vaksin sinovac apa sejati mereka punya info ya
318,1/12/2021 12:28,b'RT @AdhimAji: bisnis vaksin mampu menguatkan holding BUMN Farmasi.\n\nnegara kontol !',negatif,bisnis vaksin mampu menguatkan holding bumn farmasi negara kontol,bisnis vaksin mampu kuat holding bumn farmasi negara kontol
319,1/12/2021 12:28,b'RT @klmpkpnrbngtokt: orang goblok juga tau test antigen pcr sekarang ini cuma dijadiin bisnis karena panik vaksin udah dateng alat tesnya m\xe2\x80\xa6',negatif,orang bodoh juga tahu test antigen pcr sekarang ini cuma dijadikan bisnis karena panik vaksin sudah datang alat tesnya,orang bodoh juga tahu test antigen pcr sekarang ini cuma jadi bisnis karena panik vaksin sudah datang alat tes
320,1/12/2021 12:28,b'RT @s1ntas: Rasanya ga iklas aja sama kehadiran negara di hidup gua. Swab bayar sendiri vaksin bayar sendiri. Merakyat merakyat kontol lo m\xe2\x80\xa6',negatif,rasanya tidak iklas saja sama kehadiran negara di hidup saya swab bayar sendiri vaksin bayar sendiri merakyat merakyat dari mana,rasa tidak iklas saja sama hadir negara di hidup saya swab bayar sendiri vaksin bayar sendiri rakyat rakyat dari mana
321,1/12/2021 12:29,b'RT @agumwicaksana: bisnis vaksin untuk sehatkan bumn farmasi. kontol.',negatif,bisnis vaksin untuk sehatkan bumn farmasi kontol,bisnis vaksin untuk sehat bumn farmasi kontol
322,1/12/2021 12:29,"b'RT @Rohmadmad: Bansos dikorupsi, rakyatnya suruh bayat vaksin sendiri. \nLah kontol'",negatif,bansos dikorupsi rakyatnya suruh bayar vaksin sendiri lah lah kontol,bansos korupsi rakyat suruh bayar vaksin sendiri lah lah kontol
323,1/12/2021 12:30,b'RT @fd_SatuLagi: @Ichan_Pitoeng negara tanggungjawab gak dengan tubuh aye .. ?? \n\nPemaksaan melanggar nuremberg code dan UU lainnya\n\nKenapa\xe2\x80\xa6',negatif,negara tanggung jawab tidak dengan tubuh saya pemaksaan melanggar number code dan uu lainnya,negara tanggung jawab tidak dengan tubuh saya paksa langgar number code dan uu lain
324,1/12/2021 12:35,b'RT @buyutsayama: Wakil wong cilik ja Nolak d vaksin\nY wong cilik beneran apa lagi. pa @jokowi \nSy juga bayar denda aj pak...\nTapi ngutang d\xe2\x80\xa6',negatif,wakil rakyat kecil saja menolak divaksin apalagi rakyat kecil yang asli pak saya juga bayar denda saja pak tapi menghutang dulu,wakil rakyat kecil saja tolak vaksin apalagi rakyat kecil yang asli pak saya juga bayar denda saja pak tapi hutang dulu
325,1/12/2021 12:44,"b'RT @motizenchannel: Sobat, mau tanya siapa sih vendor di balik impor vaksin Covid? Karena vaksin adalah bisnis besar, bahkan menyangkut per\xe2\x80\xa6'",negatif,sobat mau tanya siapa sih vendor di balik impor vaksin covid karena vaksin adalah bisnis besar,sobat mau tanya siapa sih vendor di balik impor vaksin covid karena vaksin adalah bisnis besar
326,1/12/2021 13:02,b'RT @kuninggemilang: VIRUS COVID-19 ASALNYA DARI CINA TAPI KENAPA KITA DIPAKSA HARUS MEMAKAI VAKSIN BUATAN CINA?!!!!\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xe2\x80\xa6',negatif,virus covid asalnya dari cina tapi kenapa kita dipaksa harus memakai vaksin buatan cina,virus covid asal dari cina tapi kenapa kita paksa harus pakai vaksin buat cina
327,1/12/2021 13:06,"b""RT @eRmuds: Anak Pekai ajah ogah di suntik vaksin 'palu arit'..apalagi kite ya gak..\xf0\x9f\x98\x85""",negatif,anak itu saja tidak disuntik vaksin apalagi kita kan,anak itu saja tidak suntik vaksin apalagi kita kan
328,1/12/2021 13:10,b'RT @SidiAbdullah_: Ente mau membuat masyarakat sehat atau dagang vaksin?',negatif,anda ingin membuat masyarakat sehat atau dagang vaksin,anda ingin buat masyarakat sehat atau dagang vaksin
329,1/12/2021 13:12,"b'RT @aLy_Bima: Nah Loh WHO Saja Tidak Setuju, Kami Warga Oposisi Menolak Dengan Keras, Kalau Mau Di Vaksin Para Pendukung Pemerintah Saja.\xe2\x80\xa6'",negatif,who saja tidak setuju kami warga oposisi menolak dengan keras kalau mau divaksin para pendukung pemerintah saja,who saja tidak tuju kami warga oposisi tolak dengan keras kalau mau vaksin para dukung perintah saja
330,1/12/2021 13:18,b'RT @SyamsulArdhi: Vaksin? Aku ingat Siti Nurfadilah Supari kita manusia bukan binatang bos \xf0\x9f\x98\x8e',negatif,vaksin aku ingat siti nurfadilah supari kita manusia bukan binatang,vaksin aku ingat siti nurfadilah supari kita manusia bukan binatang
331,1/12/2021 13:20,b'RT @DudyDam_: Pak Wamenkumham berani ndak pidanain ibuk ini? Jgn rakyat aja yg diancem buat dipidanain kalo ndak mau divaksin \xf0\x9f\x98\x92\nhttps://t.c\xe2\x80\xa6',negatif,pak wamenkumham berani tidak pidanakan ibuk ini jangan rakyat saja yang diancam buat dipidanakan kalau tidak mau divaksin,pak wamenkumham berani tidak pidana ibuk ini jangan rakyat saja yang ancam buat pidana kalau tidak mau vaksin
332,1/12/2021 13:21,"b'RT @HyeYanti: @geloraco Tuh yang anak PKI aja gak mau suntik vaksin buatan negara komunis, apa lg guaaah yg gak komunis'",negatif,lihat anak pki saja tidak mau suntik vaksin buatan negara komunis apalagi saya yang tidak komunis,lihat anak pki saja tidak mau suntik vaksin buat negara komunis apalagi saya yang tidak komunis
333,1/12/2021 13:24,b'RT @BuchroniK: @NataliusPigai2 Potensi bahaya Vaksin.. tonton aja disini. \nhttps://t.co/RjZXgIT5Dk',negatif,potensi bahaya vaksin tonton aja disini,potensi bahaya vaksin tonton aja sini
334,1/12/2021 13:25,"b'RT @kennol61: ""Dalam masa pandemi, untuk membentuk kekebalan kelompok, tidak harus memvaksinasi semua individu,"" kata Wiku.\n\nMaaf pak wiku\xe2\x80\xa6'",negatif,dalam masa pandemi untuk membentuk kekebalan kelompok tidak harus memvaksinasi semua individu kata wiku maaf pak wiku,dalam masa pandemi untuk bentuk kebal kelompok tidak harus vaksinasi semua individu kata wiku maaf pak wiku
335,1/12/2021 13:27,"b'RT @hei_akuada: Terlihat sekali pemerintah dan jajarannya saja masih ragu dan bertanya-tanya soal vaksin Corona, lantas kenapa masyarakat d\xe2\x80\xa6'",negatif,terlihat sekali pemerintah dan jajarannya saja masih ragu dan kenyataannya soal vaksin corona,lihat sekali perintah dan jajar saja masih ragu dan nyata soal vaksin corona
336,1/12/2021 13:30,"b'RT @RicKY_KCh: Ada benarnya juga kalau kader PDIP ini bicara, lalu bagaimana mau percaya rakyat apabila sesama petugas partainyanya saja me\xe2\x80\xa6'",negatif,ada benarnya juga kalau kader pdip ini bicara lalu bagaimana mau percaya rakyat apabila sesama petugas partainyanya saja menolak,ada benar juga kalau kader pdip ini bicara lalu bagaimana mau percaya rakyat apabila sama tugas partainyanya saja tolak
337,1/12/2021 13:35,"b'RT @farhanif90: Aii, tgok doktor ni jd risau plak nk ambik vaksin'",negatif,lihat dokter ini jadi juga khawatir ingin ambil vaksin,lihat dokter ini jadi juga khawatir ingin ambil vaksin
338,1/12/2021 13:45,b'RT @hmetromy: #geneva #covid19 Imuniti kelompok sukar dicapai tahun ini walaupun vaksin Covid-19 dihasilkan secara besar-besaran\n\nhttps://t\xe2\x80\xa6',negatif,imuniti kelompok sukar dicapai tahun ini walaupun vaksin covid dihasilkan secara besar besaran,imuniti kelompok sukar capai tahun ini walaupun vaksin covid hasil cara besar besar
339,1/12/2021 13:47,"b'RT @fadlannuuwaar: WASPADALAH bahwa sedang ada sinetron baru di jaman ini ""lempar batu sembunyi tangan""  umat dan rakyat di paksa vaksin an\xe2\x80\xa6'",negatif,waspadalah bahwa sedang ada sinetron baru di zaman ini lempar batu sembunyi tangan umat dan rakyat dipaksa vaksin,waspada bahwa sedang ada sinetron baru di zaman ini lempar batu sembunyi tangan umat dan rakyat paksa vaksin
340,1/12/2021 13:47,"b'RT @Sitmen20: @OposisiCerdas Sampean dululah yakut,maksa amat mau bunuh rakyat udah jelas dinegara lain ditolak ini nyuruh vuksan vaksin aj\xe2\x80\xa6'",negatif,anda dulu lah takut memaksa ingin membunuh rakyat sudah jelas di negara lain ditolak ini menyuruh vaksin saja,anda dulu lah takut paksa ingin bunuh rakyat sudah jelas di negara lain tolak ini suruh vaksin saja
341,1/12/2021 13:49,b'RT @Yurisa_Samosir: @panca66 Dokter Ribka ini paham mas @panca66   hasil coba terburu2 hasilkan Vaksin Sinovac sehingga kurang teruji klini\xe2\x80\xa6',negatif,dokter ribka ini paham hasil uji coba terburu buru hasilkan vaksin sinovac sehingga kurang teruji klinis,dokter ribka ini paham hasil uji coba buru buru hasil vaksin sinovac sehingga kurang uji klinis
342,1/12/2021 14:09,b'RT @SyahRungAn: Bahkan seorang dokter di China menyebut vaksin Sinopharm adalah yang paling tak aman di dunia\nMesir dan UEA tetap memakainy\xe2\x80\xa6',negatif,bahkan seorang dokter di cina menyebut vaksin sinopharm adalah yang paling tak aman di dunia mesir dan uea tetap memakainya,bahkan orang dokter di cina sebut vaksin sinopharm adalah yang paling tak aman di dunia mesir dan uea tetap maka
343,1/12/2021 14:16,b'RT @MarQCaptain: Dulu kalian Abai soal Covid-19 masuk ke Indonesia.\n\nSekarang kalian ribut paksakan Vaksin yang belum jelas Efficacy nya un\xe2\x80\xa6',negatif,dulu kalian abai soal covid masuk ke indonesia sekarang kalian ribut paksakan vaksin yang belum jelas efikasi nya,dulu kalian abai soal covid masuk ke indonesia sekarang kalian ribut paksa vaksin yang belum jelas efikasi nya
344,1/12/2021 14:18,"b'RT @Catatan_ali7: Saya menolak Vaksin, Kalau dipaksa pelanggaran Ham \xf0\x9f\x98\x82\n\nPDIP cuy yang ngomong Tumben otaknya bener'",negatif,saya menolak vaksin kalau dipaksa pelanggaran ham pdip yang bilang tumben betul,saya tolak vaksin kalau paksa langgar ham pdip yang bilang tumben betul
345,1/12/2021 14:19,b'RT @alitmbelink: Nyi juminten org yg deket penguasa aje nolak di vaksin apa lg gw yg cecereme. Sumpah msh takut',negatif,nyi juminten orang yang dekat dengan penguasa saja menolak divaksin apalagi saya sumpah saya masih takut,nyi juminten orang yang dekat dengan kuasa saja tolak vaksin apalagi saya sumpah saya masih takut
